Title,URL
"Death Note, Vol. 1: Boredom (Death Note, #1)",https://www.goodreads.com/book/show/13615.Death_Note_Vol_1
"Fruits Basket, Vol. 1",https://www.goodreads.com/book/show/271199.Fruits_Basket_Vol_1
"Attack on Titan, Vol. 1 (Attack on Titan, #1)",https://www.goodreads.com/book/show/13154150-attack-on-titan-vol-1
"Naruto, Vol. 1: Uzumaki Naruto (Naruto, #1)",https://www.goodreads.com/book/show/204042.Naruto_Vol_1
"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",https://www.goodreads.com/book/show/870.Fullmetal_Alchemist_Vol_1
"Bleach, Vol. 1 (Bleach, #1)",https://www.goodreads.com/book/show/2880.Bleach_Vol_1
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",https://www.goodreads.com/book/show/1087204.Ouran_High_School_Host_Club_Vol_1
"Death Note, Vol. 2: Confluence (Death Note, #2)",https://www.goodreads.com/book/show/13619.Death_Note_Vol_2
"Black Butler, Vol. 1 (Black Butler, #1)",https://www.goodreads.com/book/show/6690979-black-butler-vol-1
"My Hero Academia, Vol. 1 (My Hero Academia, #1)",https://www.goodreads.com/book/show/25074597-my-hero-academia-vol-1
"Vampire Knight, Vol. 1 (Vampire Knight, #1)",https://www.goodreads.com/book/show/263145.Vampire_Knight_Vol_1
"One Piece, Volume 1: Romance Dawn (One Piece, #1)",https://www.goodreads.com/book/show/1237398.One_Piece_Volume_1
"Death Note, Vol. 3: Hard Run (Death Note, #3)",https://www.goodreads.com/book/show/13618.Death_Note_Vol_3
"Death Note, Vol. 4: Love (Death Note, #4)",https://www.goodreads.com/book/show/13616.Death_Note_Vol_4
"Tokyo Ghoul, Tome 1 (Tokyo Ghoul, #1)",https://www.goodreads.com/book/show/18667307-tokyo-ghoul-tome-1
"Death Note, Vol. 5: Whiteout (Death Note, #5)",https://www.goodreads.com/book/show/13617.Death_Note_Vol_5
"Fruits Basket, Vol. 3",https://www.goodreads.com/book/show/836607.Fruits_Basket_Vol_3
"Death Note, Vol. 6: Give-and-Take (Death Note, #6)",https://www.goodreads.com/book/show/13620.Death_Note_Vol_6
"鬼滅の刃 1 [Kimetsu no Yaiba 1] (鬼滅の刃 [Kimetsu no Yaiba], #1)",https://www.goodreads.com/book/show/32708007-1-kimetsu-no-yaiba-1
"Fruits Basket, Vol. 4",https://www.goodreads.com/book/show/836611.Fruits_Basket_Vol_4
"Fairy Tail, Vol. 01 (Fairy Tail, #1)",https://www.goodreads.com/book/show/2454986.Fairy_Tail_Vol_01
"Chainsaw Man, Vol. 1: Dog And Chainsaw",https://www.goodreads.com/book/show/55575967-chainsaw-man-vol-1
"Fruits Basket, Vol. 5",https://www.goodreads.com/book/show/528924.Fruits_Basket_Vol_5
"Fruits Basket, Vol. 2",https://www.goodreads.com/book/show/836606.Fruits_Basket_Vol_2
